Q02410	0.01	0.01	0.01	0.01	0.5
Q92918	0.01	0.01	0.01	0.01	0.5
P29323	0.01	0.01	0.01	0.01	0.5
Q99814	0.01	0.01	0.01	0.01	0.5
P22736	0.01	0.01	0.01	0.01	0.5
P14222	0.01	0.01	0.01	0.01	0.5
P21709	0.01	0.01	0.01	0.01	0.5
Q9HCG7	0.01	0.01	0.01	0.01	0.5
Q9NZK7	0.01	0.01	0.01	0.01	0.5
P05413	0.01	0.01	0.01	0.01	0.5
P30536	0.01	0.01	0.01	0.01	0.5
Q9H093	0.01	0.01	0.01	0.01	0.5
P51511	0.01	0.01	0.01	0.01	0.5
P54750	0.01	0.01	0.01	0.01	0.5
O75914	0.01	0.01	0.01	0.01	0.5
P54577	0.01	0.01	0.01	0.01	0.5
Q9HBA0	0.01	0.01	0.01	0.01	0.5
P00736	0.01	0.01	0.01	0.01	0.5
O43603	0.01	0.01	0.01	0.01	0.5
P49761	0.01	0.01	0.01	0.01	0.5
P37023	0.01	0.01	0.01	0.01	0.5
O60285	0.01	0.01	0.01	0.01	0.5
P61964	0.01	0.01	0.01	0.01	0.5
P53396	0.01	0.01	0.01	0.01	0.5
Q00537	0.01	0.01	0.01	0.01	0.5
Q9UHC3	0.01	0.01	0.01	0.01	0.5
Q9Y2U5	0.01	0.01	0.01	0.01	0.5
P45985	0.01	0.01	0.01	0.01	0.5
P22888	0.01	0.01	0.01	0.01	0.5
P25098	0.01	0.01	0.01	0.01	0.5
P29320	0.01	0.01	0.01	0.01	0.5
Q8N5S9	0.01	0.01	0.01	0.01	0.5
P09668	0.01	0.01	0.01	0.01	0.5
P14060	0.01	0.01	0.01	0.01	0.5
P35499	0.01	0.01	0.01	0.01	0.5
Q16678	0.01	0.01	0.01	0.01	0.5
Q8IVH8	0.01	0.01	0.01	0.01	0.5
Q8TCW9	0.01	0.01	0.01	0.01	0.5
Q9H2K8	0.01	0.01	0.01	0.01	0.5
Q9UGI6	0.01	0.01	0.01	0.01	0.5
Q05932	0.01	0.01	0.01	0.01	0.5
Q9UNI1	0.01	0.01	0.01	0.01	0.5
O75716	0.01	0.01	0.01	0.01	0.5
P11230	0.01	0.01	0.01	0.01	0.5
P07510	0.01	0.01	0.01	0.01	0.5
Q07001	0.01	0.01	0.01	0.01	0.5
P18433	0.01	0.01	0.01	0.01	0.5
O00750	0.01	0.01	0.01	0.01	0.5
O75899	0.01	0.01	0.01	0.01	0.5
Q12791	0.01	0.01	0.01	0.01	0.5
P57059	0.01	0.01	0.01	0.01	0.5
P61088	0.01	0.01	0.01	0.01	0.5
P51813	0.01	0.01	0.01	0.01	0.5
P12644	0.01	0.01	0.01	0.01	0.5
P62508	0.01	0.01	0.01	0.01	0.5
Q13507	0.01	0.01	0.01	0.01	0.5
Q9H422	0.01	0.01	0.01	0.01	0.5
Q9Y6K9	0.01	0.01	0.01	0.01	0.5
Q14703	0.01	0.01	0.01	0.01	0.5
Q9Y3Q0	0.01	0.01	0.01	0.01	0.5
Q6PIU2	0.01	0.01	0.01	0.01	0.5
Q96P65	0.33	0.01	0.01	0.33	0.5
O00142	0.01	0.01	0.01	0.01	0.5
Q2M2I8	0.01	0.01	0.01	0.01	0.5
Q8TD08	0.01	0.01	0.01	0.01	0.5
Q96L34	0.01	0.01	0.01	0.01	0.5
P13807	0.01	0.01	0.01	0.01	0.5
P49721	0.01	0.01	0.01	0.01	0.5
P41240	0.01	0.01	0.01	0.01	0.5
Q00536	0.01	0.01	0.01	0.01	0.5
P0DJD9	0.01	0.01	0.01	0.01	0.5
P26639	0.01	0.01	0.01	0.01	0.5
Q10469	0.01	0.01	0.01	0.01	0.5
Q96PH1	0.01	0.01	0.01	0.01	0.5
O60760	0.01	0.01	0.01	0.01	0.5
P51160	0.01	0.01	0.01	0.01	0.5
P41586	0.01	0.01	0.01	0.01	0.5
O94804	0.01	0.01	0.01	0.01	0.5
P39877	0.01	0.01	0.01	0.01	0.5
P56704	0.01	0.01	0.01	0.01	0.5
P25440	0.01	0.01	0.01	0.01	0.5
Q9Y210	0.01	0.01	0.01	0.01	0.5
P02708	0.01	0.01	0.01	0.01	0.5
P41252	0.01	0.01	0.01	0.01	0.5
P16662	0.01	0.01	0.01	0.01	0.5
P33261	0.01	0.01	0.01	0.01	0.5
O00141	0.01	0.01	0.01	0.01	0.5
P30419	0.01	0.01	0.01	0.01	0.5
O14727	0.01	0.01	0.01	0.01	0.5
O43353	0.01	0.01	0.01	0.01	0.5
Q9HC16	0.01	0.01	0.01	0.01	0.5
P30304	0.01	0.01	0.01	0.01	0.5
O00255	0.01	0.01	0.01	0.01	0.5
P04439	0.01	0.01	0.01	0.01	0.5
P20142	0.03	0.03	0.01	0.03	0.5
Q16651	0.01	0.01	0.01	0.01	0.5
Q96RG2	0.01	0.01	0.01	0.01	0.5
P25106	0.01	0.01	0.01	0.01	0.5
Q9Y4D2	0.01	0.01	0.01	0.01	0.5
P43003	0.01	0.01	0.01	0.01	0.5
O60706	0.01	0.01	0.01	0.01	0.5
P49019	0.01	0.01	0.01	0.01	0.5
P17931	0.01	0.01	0.01	0.01	0.5
Q13163	0.01	0.01	0.01	0.01	0.5
Q99558	0.01	0.01	0.01	0.01	0.5
P17301	0.01	0.01	0.01	0.01	0.5
O00238	0.01	0.01	0.01	0.01	0.5
O60603	0.01	0.01	0.01	0.01	0.5
P43220	0.01	0.01	0.01	0.01	0.5
O15075	0.01	0.01	0.01	0.01	0.5
O60741	0.01	0.01	0.01	0.01	0.5
P30550	0.01	0.01	0.01	0.01	0.5
P04070	0.01	0.01	0.01	0.01	0.5
Q9UBE0	0.01	0.01	0.01	0.01	0.5
Q9UBT2	0.01	0.01	0.01	0.01	0.5
P10145	0.01	0.01	0.01	0.01	0.5
P51787	0.01	0.01	0.01	0.01	0.5
P63316	0.01	0.01	0.01	0.01	0.5
P45379	0.01	0.01	0.01	0.01	0.5
P19429	0.01	0.01	0.01	0.01	0.5
Q04760	0.01	0.01	0.01	0.01	0.5
Q9BWU1	0.01	0.01	0.01	0.01	0.5
Q9NY47	0.01	0.01	0.01	0.01	0.5
Q8TF76	0.01	0.01	0.01	0.01	0.5
Q04828	0.01	0.01	0.01	0.01	0.5
P48169	0.01	0.01	0.01	0.01	0.5
Q16581	0.01	0.01	0.01	0.01	0.5
P43005	0.01	0.01	0.01	0.01	0.5
Q9UBS5	0.01	0.01	0.01	0.01	0.5
Q00534	0.01	0.01	0.01	0.01	0.5
Q14012	0.01	0.01	0.01	0.01	0.5
P19438	0.01	0.01	0.01	0.01	0.5
P15086	0.01	0.01	0.01	0.01	0.5
P47989	0.01	0.01	0.01	0.01	0.5
Q9H7Z7	0.01	0.01	0.01	0.01	0.5
Q99250	0.01	0.01	0.01	0.17	0.5
O15554	0.01	0.01	0.01	0.01	0.5
Q96Q15	0.01	0.01	0.01	0.01	0.5
P16109	0.01	0.01	0.01	0.01	0.5
P54753	0.01	0.01	0.01	0.01	0.5
P10144	0.01	0.01	0.01	0.01	0.5
Q16548	0.01	0.01	0.01	0.01	0.5
O14976	0.01	0.01	0.01	0.01	0.5
Q5NUL3	0.01	0.01	0.01	0.01	0.5
O60894	0.17	0.01	0.01	0.01	0.5
Q9UIQ6	0.01	0.01	0.01	0.01	0.5
Q96RR4	0.01	0.01	0.01	0.01	0.5
Q9NRA0	0.01	0.01	0.01	0.01	0.5
Q13443	0.01	0.01	0.01	0.01	0.5
Q9BUB5	0.01	0.01	0.01	0.01	0.5
O15392	0.01	0.01	0.01	0.01	0.5
O75376	0.01	0.01	0.01	0.01	0.5
P19525	0.02	0.02	0.01	0.02	0.5
O15496	0.01	0.01	0.01	0.01	0.5
Q14534	0.01	0.01	0.01	0.01	0.5
Q09428	0.01	0.01	0.01	0.01	0.5
P19971	0.01	0.01	0.01	0.51	0.5
P48051	0.01	0.01	0.01	0.01	0.5
P0C869	0.01	0.01	0.01	0.01	0.5
Q8TEK3	0.01	0.01	0.01	0.01	0.5
P00492	0.01	0.01	0.01	0.01	0.5
Q9UBX1	0.01	0.01	0.01	0.01	0.5
P28838	0.01	0.01	0.01	0.01	0.5
P00338	0.02	0.02	0.01	0.02	0.5
P13500	0.01	0.01	0.01	0.01	0.5
Q9UBU7	0.01	0.01	0.01	0.01	0.5
P41743	0.01	0.01	0.01	0.01	0.5
Q9HC29	0.01	0.01	0.01	0.01	0.5
Q02779	0.01	0.01	0.01	0.01	0.5
P09769	0.01	0.01	0.01	0.01	0.5
Q07075	0.01	0.01	0.01	0.01	0.5
Q56UN5	0.01	0.01	0.01	0.01	0.5
Q9P0X4	0.01	0.01	0.01	0.01	0.5
Q13164	0.02	0.02	0.01	0.02	0.5
O00418	0.01	0.01	0.01	0.01	0.5
Q9Y5X4	0.01	0.01	0.01	0.01	0.5
P01100	0.01	0.01	0.01	0.01	0.5
Q92934	0.01	0.01	0.01	0.01	0.5
P05091	0.01	0.01	0.01	0.01	0.5
P10323	0.01	0.01	0.01	0.01	0.5
Q9BZJ3	0.01	0.01	0.01	0.01	0.5
Q9H0K1	0.01	0.01	0.01	0.99	0.5
Q9NTG7	0.01	0.01	0.01	0.01	0.5
P07288	0.02	0.02	0.01	0.02	0.5
P48544	0.01	0.01	0.01	0.01	0.5
Q9BQF6	0.01	0.01	0.01	0.01	0.5
P42684	0.01	0.01	0.01	0.01	0.5
O95718	0.01	0.01	0.01	0.01	0.5
Q01432	0.01	0.01	0.01	0.01	0.5
Q9NY91	0.92	0.01	0.01	0.01	0.5
Q9Y5X5	0.99	0.99	0.01	0.99	0.5
P68371	0.01	0.01	0.01	0.01	0.5
Q13885	0.01	0.01	0.01	0.01	0.5
Q3ZCM7	0.01	0.01	0.01	0.01	0.5
Q6PEY2	0.01	0.01	0.01	0.01	0.5
Q9BUF5	0.01	0.01	0.01	0.01	0.5
Q9BVA1	0.01	0.01	0.01	0.01	0.5
Q9GZQ6	0.21	0.21	0.01	0.21	0.5
Q9BQE3	0.01	0.01	0.01	0.01	0.5
P42681	0.01	0.01	0.01	0.01	0.5
P14410	0.01	0.01	0.01	0.01	0.5
P04350	0.01	0.01	0.01	0.01	0.5
P18054	0.01	0.01	0.01	0.01	0.5
P60842	0.01	0.01	0.01	0.01	0.5
Q8TCT1	0.01	0.01	0.01	0.01	0.5
Q13748	0.01	0.01	0.01	0.01	0.5
P68363	0.01	0.01	0.01	0.01	0.5
Q96LD8	0.01	0.01	0.01	0.72	0.5
Q71U36	0.04	0.04	0.01	0.04	0.5
P06748	0.01	0.01	0.01	0.01	0.5
P67870	0.01	0.01	0.01	0.43	0.5
P10636	0.01	0.01	0.01	0.01	0.5
P68366	0.05	0.01	0.01	0.01	0.5
P07437	0.01	0.01	0.01	0.01	0.5
Q9HBH1	0.01	0.01	0.01	0.01	0.5
Q9NRR2	0.04	0.04	0.01	0.04	0.5
O95399	0.01	0.01	0.01	0.01	0.5
Q12884	0.5	0.5	0.01	0.5	0.5
P49674	0.01	0.01	0.01	0.02	0.5
Q9UBE8	0.02	0.01	0.01	0.01	0.5
Q9BQI3	0.01	0.01	0.01	0.01	0.5
P42575	0.01	0.01	0.01	0.01	0.5
Q8N5Z0	0.01	0.01	0.01	0.01	0.5
O95749	0.01	0.01	0.01	0.01	0.5
Q13698	0.01	0.01	0.01	0.01	0.5
P13501	0.01	0.01	0.01	0.01	0.5
O75676	0.44	0.44	0.01	0.44	0.5
Q96KB5	0.01	0.01	0.01	0.01	0.5
Q86X55	0.01	0.01	0.01	0.01	0.5
Q9GZR1	0.01	0.01	0.01	0.01	0.5
P56192	0.06	0.06	0.01	0.06	0.5
Q15125	0.98	0.01	0.01	0.98	0.5
P43004	0.01	0.01	0.01	0.01	0.5
P51582	0.03	0.03	0.01	0.03	0.5
Q15746	0.01	0.01	0.01	0.01	0.5
O43451	0.01	0.01	0.01	0.01	0.5
Q13563	0.01	0.01	0.01	0.01	0.5
P19320	0.01	0.01	0.01	0.01	0.5
P14174	0.01	0.01	0.01	0.05	0.5
Q15059	0.88	0.01	0.01	0.01	0.5
Q9Y2I1	0.01	0.01	0.01	0.01	0.5
Q9UKE5	0.04	0.04	0.01	0.04	0.5
P10619	0.01	0.01	0.01	0.01	0.5
Q9UBF8	0.01	0.01	0.01	0.01	0.5
O00482	0.01	0.01	0.01	0.01	0.5
P01112	0.01	0.01	0.01	0.01	0.5
Q13489	0.01	0.01	0.01	0.01	0.5
Q13554	0.06	0.06	0.01	0.1	0.5
P22612	0.01	0.01	0.01	0.01	0.5
P49281	0.01	0.01	0.01	0.01	0.5
Q96PF2	0.01	0.01	0.01	0.8	0.5
P51512	0.02	0.01	0.01	0.01	0.5
Q13509	0.01	0.01	0.01	0.01	0.5
Q16832	0.34	0.34	0.01	0.34	0.5
P48549	0.01	0.01	0.01	0.01	0.5
P42679	0.01	0.01	0.01	0.01	0.5
P16455	0.01	0.01	0.01	0.01	0.5
Q9BYT3	0.01	0.01	0.01	0.01	0.5
P55085	0.01	0.01	0.01	0.01	0.5
P39748	0.01	0.01	0.01	0.01	0.5
P42224	0.01	0.01	0.01	0.17	0.5
Q14123	0.01	0.01	0.01	0.01	0.5
Q9UQM7	0.01	0.01	0.01	0.01	0.5
Q13526	0.03	0.03	0.01	0.03	0.5
P04229	0.74	0.74	0.01	0.74	0.5
P22102	0.01	0.01	0.01	0.01	0.5
Q99895	0.33	0.33	0.01	0.33	0.5
P28715	0.08	0.08	0.01	0.08	0.5
P14091	0.01	0.01	0.01	0.01	0.5
Q12879	0.01	0.01	0.01	0.01	0.5
P06870	0.01	0.01	0.01	0.01	0.5
Q9NR20	0.01	0.01	0.01	0.01	0.5
P14618	0.75	0.75	0.01	0.75	0.5
P23945	0.01	0.01	0.01	0.01	0.5
Q06124	0.01	0.01	0.01	0.92	0.5
P27361	0.01	0.01	0.01	0.01	0.5
Q6PCB7	0.41	0.41	0.01	0.41	0.5
Q15391	0.71	0.71	0.01	0.71	0.5
P52895	0.01	0.01	0.01	0.01	0.5
Q8IV61	0.09	0.09	0.01	0.09	0.5
P17538	0.01	0.01	0.01	0.01	0.5
Q13822	0.19	0.01	0.01	0.19	0.5
Q96LB2	0.08	0.08	0.01	0.08	0.5
P22694	0.01	0.01	0.01	0.01	0.5
Q8IXJ6	0.01	0.01	0.01	0.01	0.5
P00813	0.01	0.01	0.01	0.01	0.5
Q9BVS4	0.01	0.01	0.01	0.01	0.5
P23467	0.69	0.69	0.01	0.69	0.5
Q9UGN5	0.92	0.02	0.01	0.02	0.5
P23921	0.01	0.01	0.01	0.01	0.5
Q13002	0.01	0.01	0.01	0.01	0.5
Q96KQ7	0.01	0.01	0.01	0.01	0.5
Q7LG56	0.01	0.01	0.01	0.01	0.5
Q07666	0.01	0.01	0.01	0.01	0.5
Q9Y345	0.01	0.01	0.01	0.01	0.5
P25090	0.01	0.01	0.01	0.01	0.5
P37088	0.01	0.01	0.01	0.01	0.5
Q15418	0.07	0.02	0.01	0.02	0.5
Q8WTV0	0.01	0.01	0.01	0.01	0.5
P56703	0.01	0.01	0.01	0.01	0.5
Q9UBL9	0.01	0.01	0.01	0.01	0.5
A2TJX0	0.01	0.01	0.01	0.78	0.5
Q9HCR9	0.97	0.01	0.01	0.01	0.5
P04066	0.87	0.19	0.01	0.19	0.5
Q92630	0.25	0.25	0.01	0.25	0.5
Q9UBU3	0.01	0.01	0.01	0.01	0.5
Q15750	0.01	0.01	0.01	0.01	0.5
P31350	0.01	0.01	0.01	0.01	0.5
P34947	0.01	0.01	0.01	0.01	0.5
P37173	0.01	0.01	0.01	0.01	0.5
Q99683	0.69	0.04	0.01	0.06	0.5
Q16665	0.16	0.01	0.01	0.01	0.5
P30531	0.01	0.01	0.01	0.01	0.5
Q8IU85	0.01	0.01	0.01	0.99	0.5
Q9Y2R2	0.01	0.01	0.01	0.01	0.5
P17936	0.01	0.01	0.01	0.01	0.5
P49798	0.01	0.01	0.01	0.01	0.5
Q7Z2W7	0.97	0.97	0.01	0.97	0.5
Q14832	0.98	0.12	0.01	0.12	0.5
Q15077	0.97	0.97	0.01	0.97	0.5
P17861	0.01	0.01	0.01	0.99	0.5
P33316	0.06	0.06	0.01	0.06	0.5
P03951	0.01	0.01	0.01	0.01	0.5
P42261	0.93	0.01	0.01	0.01	0.5
Q9BRS2	0.01	0.01	0.01	0.01	0.5
P56373	0.99	0.99	0.01	0.99	0.5
Q9BXA5	0.57	0.57	0.01	0.57	0.5
P43088	0.01	0.01	0.01	0.01	0.5
O95551	0.01	0.01	0.01	0.01	0.5
Q13153	0.69	0.01	0.01	0.69	0.5
O60235	0.71	0.71	0.01	0.71	0.5
P80192	0.97	0.89	0.01	0.89	0.5
Q13936	0.99	0.99	0.01	0.99	0.5
P48048	0.01	0.01	0.01	0.01	0.5
P04114	0.01	0.01	0.01	0.01	0.5
O60218	0.77	0.77	0.01	0.77	0.5
P29401	0.01	0.01	0.01	0.01	0.5
P53985	0.01	0.01	0.01	0.01	0.5
Q08828	0.01	0.01	0.01	0.01	0.5
Q96JM7	0.22	0.22	0.01	0.22	0.5
P49238	0.01	0.01	0.01	0.01	0.5
P30872	0.99	0.01	0.01	0.01	0.5
Q16739	0.01	0.01	0.01	0.01	0.5
Q9H4B7	0.15	0.15	0.01	0.15	0.5
P80365	0.99	0.99	0.01	0.99	0.5
P06734	0.01	0.01	0.01	0.01	0.5
O75469	0.01	0.01	0.01	0.01	0.5
Q6W5P4	0.01	0.01	0.01	0.01	0.5
P17752	0.01	0.01	0.01	0.01	0.5
P20393	0.01	0.01	0.01	0.01	0.5
Q05513	0.23	0.01	0.01	0.01	0.5
Q9HBW0	0.96	0.96	0.01	0.96	0.5
O95665	0.01	0.01	0.01	0.01	0.5
Q9H3Y6	0.69	0.69	0.01	0.69	0.5
P30305	0.94	0.01	0.01	0.01	0.5
P35869	0.37	0.01	0.01	0.37	0.5
P23526	0.96	0.96	0.01	0.96	0.5
Q9UQB9	0.99	0.99	0.01	0.99	0.5
P62937	0.99	0.02	0.01	0.02	0.5
P43116	0.97	0.01	0.01	0.01	0.5
P15090	0.01	0.01	0.01	0.01	0.5
Q08345	0.01	0.01	0.01	0.01	0.5
P01375	0.67	0.01	0.01	0.67	0.5
Q8IW41	0.86	0.04	0.01	0.86	0.5
Q16584	0.01	0.01	0.01	0.01	0.5
P19784	0.51	0.07	0.01	0.07	0.5
P16499	0.01	0.01	0.01	0.01	0.5
Q96SB4	0.01	0.01	0.01	0.01	0.5
Q12866	0.38	0.38	0.01	0.38	0.5
P08311	0.7	0.01	0.01	0.01	0.5
Q9Y618	0.99	0.99	0.01	0.99	0.5
P15144	0.52	0.52	0.01	0.99	0.5
Q9BYF1	0.99	0.99	0.01	0.99	0.5
Q9UBY5	0.98	0.98	0.01	0.98	0.5
O76083	0.01	0.01	0.01	0.01	0.5
P22455	0.05	0.05	0.01	0.05	0.5
Q13285	0.09	0.01	0.01	0.01	0.5
P04632	0.99	0.99	0.01	0.99	0.5
P53634	0.96	0.23	0.01	0.23	0.5
P49327	0.01	0.01	0.01	0.01	0.5
P51946	0.03	0.01	0.01	0.03	0.5
P05164	0.41	0.41	0.01	0.41	0.5
Q9NYL2	0.95	0.03	0.01	0.95	0.5
Q9NYY3	0.01	0.01	0.01	0.01	0.5
Q9BXA7	0.99	0.08	0.01	0.99	0.5
P05121	0.86	0.01	0.01	0.01	0.5
P04278	0.97	0.97	0.01	0.97	0.5
O60911	0.99	0.99	0.01	0.99	0.5
P14902	0.98	0.01	0.01	0.81	0.5
Q96IY4	0.01	0.01	0.01	0.01	0.5
P23280	0.93	0.37	0.01	0.37	0.5
Q00796	0.01	0.01	0.01	0.01	0.5
Q9NZJ5	0.83	0.01	0.01	0.01	0.5
P20839	0.95	0.95	0.01	0.95	0.5
Q9H6Z9	0.01	0.01	0.01	0.01	0.5
P15559	0.99	0.99	0.01	0.99	0.5
Q13126	0.01	0.01	0.01	0.01	0.5
Q9Y5S8	0.95	0.01	0.01	0.01	0.5
P08575	0.9	0.01	0.01	0.01	0.5
P07947	0.63	0.01	0.01	0.01	0.5
P00488	0.01	0.01	0.01	0.01	0.5
Q96KS0	0.01	0.01	0.01	0.01	0.5
O43318	0.04	0.04	0.01	0.04	0.5
Q16445	0.17	0.17	0.01	0.17	0.5
P15735	0.99	0.15	0.01	0.99	0.5
Q14524	0.03	0.03	0.01	0.03	0.5
O95180	0.92	0.2	0.01	0.2	0.5
P15428	0.65	0.65	0.01	0.65	0.5
P21462	0.89	0.38	0.01	0.38	0.5
P53671	0.01	0.01	0.01	0.01	0.5
P16050	0.76	0.11	0.01	0.76	0.5
P42226	0.01	0.01	0.01	0.01	0.5
Q9Y239	0.91	0.3	0.01	0.91	0.5
P55212	0.96	0.24	0.01	0.24	0.5
P11086	0.43	0.34	0.01	0.43	0.5
P28336	0.99	0.15	0.01	0.15	0.5
Q969V1	0.99	0.1	0.01	0.1	0.5
P07332	0.3	0.02	0.01	0.04	0.5
Q8TDC3	0.77	0.08	0.01	0.11	0.5
Q13490	0.98	0.97	0.01	0.97	0.5
P05412	0.05	0.05	0.01	0.05	0.5
P18564	0.12	0.12	0.01	0.12	0.5
P53582	0.01	0.01	0.01	0.01	0.5
Q9Y2D0	0.99	0.99	0.01	0.99	0.5
Q9Y6M4	0.99	0.26	0.01	0.96	0.5
O43525	0.91	0.91	0.01	0.91	0.5
O60885	0.62	0.01	0.01	0.01	0.5
Q14654	0.13	0.02	0.01	0.02	0.5
P09958	0.01	0.01	0.01	0.01	0.5
Q8N474	0.01	0.01	0.01	0.01	0.5
P48058	0.27	0.27	0.01	0.27	0.5
P51452	0.99	0.85	0.01	0.99	0.5
Q96EB6	0.99	0.99	0.01	0.99	0.5
Q13555	0.95	0.01	0.01	0.09	0.5
P36507	0.86	0.26	0.01	0.26	0.5
P51957	0.99	0.01	0.01	0.98	0.5
Q9NPC1	0.98	0.7	0.01	0.7	0.5
P39086	0.99	0.86	0.01	0.86	0.5
P05186	0.89	0.49	0.01	0.49	0.5
Q13393	0.99	0.99	0.01	0.99	0.5
Q13535	0.67	0.67	0.01	0.67	0.5
P04062	0.98	0.84	0.01	0.84	0.5
O95271	0.84	0.21	0.01	0.21	0.5
P13569	0.61	0.61	0.01	0.61	0.5
P31391	0.99	0.99	0.01	0.99	0.5
P47870	0.92	0.92	0.01	0.95	0.5
P04054	0.01	0.01	0.01	0.01	0.5
Q9Y5Y9	0.99	0.99	0.01	0.99	0.5
O60725	0.04	0.04	0.01	0.04	0.5
Q9UNQ0	0.99	0.02	0.01	0.02	0.5
P11217	0.58	0.58	0.01	0.58	0.5
Q9Y251	0.99	0.99	0.01	0.99	0.5
P30989	0.01	0.01	0.01	0.01	0.5
P00750	0.91	0.91	0.01	0.91	0.5
O14939	0.98	0.98	0.01	0.98	0.5
Q7Z601	0.07	0.07	0.01	0.07	0.5
P48546	0.96	0.96	0.01	0.96	0.5
P09871	0.01	0.01	0.01	0.01	0.5
O95136	0.99	0.99	0.01	0.99	0.5
Q9H5J4	0.92	0.92	0.01	0.92	0.5
Q15046	0.99	0.99	0.01	0.99	0.5
Q9NYA1	0.67	0.44	0.01	0.44	0.5
P03952	0.25	0.01	0.01	0.03	0.5
P55072	0.92	0.01	0.01	0.01	0.5
P50053	0.01	0.01	0.01	0.01	0.5
P14920	0.92	0.04	0.01	0.04	0.5
Q9NPH5	0.85	0.85	0.01	0.85	0.5
Q13237	0.95	0.06	0.01	0.35	0.5
P42262	0.99	0.19	0.01	0.99	0.5
O15120	0.9	0.9	0.01	0.9	0.5
P20648	0.93	0.46	0.01	0.46	0.5
P51164	0.93	0.66	0.01	0.66	0.5
P25021	0.98	0.98	0.01	0.98	0.5
O60755	0.91	0.91	0.01	0.91	0.5
P43403	0.03	0.03	0.01	0.03	0.5
Q969F8	0.98	0.98	0.01	0.98	0.5
Q92633	0.99	0.99	0.01	0.99	0.5
P35236	0.98	0.95	0.01	0.98	0.5
P28074	0.66	0.66	0.01	0.66	0.5
O60563	0.37	0.08	0.01	0.08	0.5
Q04771	0.99	0.14	0.01	0.99	0.5
O00748	0.99	0.74	0.01	0.74	0.5
Q14164	0.99	0.01	0.01	0.91	0.5
P47898	0.97	0.97	0.01	0.97	0.5
P48449	0.98	0.8	0.01	0.8	0.5
P33981	0.01	0.01	0.01	0.01	0.5
P11474	0.86	0.24	0.01	0.24	0.5
Q16853	0.99	0.61	0.01	0.61	0.5
P27707	0.74	0.74	0.01	0.74	0.5
Q5VT25	0.99	0.51	0.01	0.77	0.5
O43497	0.99	0.93	0.01	0.93	0.5
P48145	0.99	0.99	0.01	0.99	0.5
O43526	0.98	0.81	0.01	0.81	0.5
P33527	0.92	0.92	0.01	0.92	0.5
Q15303	0.98	0.94	0.01	0.94	0.5
P29474	0.99	0.8	0.01	0.92	0.5
O75762	0.98	0.42	0.01	0.42	0.5
P41231	0.99	0.99	0.01	0.99	0.5
Q9Y2T6	0.99	0.09	0.01	0.99	0.5
Q9HC97	0.99	0.92	0.01	0.98	0.5
P43119	0.98	0.59	0.01	0.59	0.5
P21802	0.97	0.07	0.01	0.07	0.5
Q9HCP0	0.97	0.72	0.01	0.97	0.5
P04637	0.99	0.98	0.01	0.98	0.5
P30939	0.81	0.81	0.01	0.81	0.5
P62993	0.01	0.01	0.01	0.01	0.5
O75908	0.01	0.01	0.01	0.01	0.5
Q14833	0.99	0.99	0.01	0.99	0.5
P40763	0.07	0.07	0.01	0.07	0.5
